county,population,area,population_density,bachelor_or_higher,income_per_cap,percent_white,percent_poverty,percent_females,percent_over_65,winner
"Guilford County, North Carolina",537174,658,816.37,33.20,26461,52.90,18.10,52.70,15.20,Joe Biden
"Halifax County, North Carolina",50010,731,68.41,11.80,17937,39.20,27.40,52.00,20.70,Joe Biden
"Harnett County, North Carolina",135976,601,226.25,18.50,20310,62.90,17.20,50.50,12.50,Donald Trump
"Haywood County, North Carolina",62317,555,112.28,23.10,24536,93.30,16.60,51.70,24.60,Donald Trump
"Henderson County, North Carolina",117417,375,313.11,27.70,25670,84.10,14.10,52.00,25.80,Donald Trump
"Hertford County, North Carolina",24431,360,67.86,15.40,17863,34.20,26.00,50.90,19.80,Joe Biden
"Hoke County, North Carolina",55234,392,140.90,17.20,18761,41.40,22.90,50.60,10.10,Joe Biden
"Hyde County, North Carolina",5721,1424,4.02,10.70,18408,60.50,25.60,45.30,20.70,Donald Trump
"Iredell County, North Carolina",181806,597,304.53,23.90,26467,77.00,13.80,50.80,15.90,Donald Trump
"Jackson County, North Carolina",43938,494,88.94,27.90,21014,81.60,21.80,50.90,19.70,Donald Trump
"Johnston County, North Carolina",209339,796,262.99,20.40,22410,69.20,17.20,51.00,13.30,Donald Trump
"Jones County, North Carolina",10215,473,21.60,11.10,20105,62.00,16.70,51.00,22.60,Donald Trump
"Lee County, North Carolina",61779,259,238.53,20.20,21449,58.10,18.90,51.10,16.50,Donald Trump
"Lenoir County, North Carolina",55949,402,139.18,14.00,19760,50.60,23.70,52.40,19.80,Donald Trump
"Lincoln County, North Carolina",86111,307,280.49,19.40,25550,85.30,15.60,50.30,17.70,Donald Trump
"McDowell County, North Carolina",45756,446,102.59,20.50,23213,89.60,21.30,51.50,28.50,Donald Trump
"Macon County, North Carolina",33857,519,65.24,18.60,19902,94.00,17.30,50.70,22.30,Donald Trump
"Madison County, North Carolina",21022,452,46.51,11.90,18783,52.10,23.20,53.00,23.10,Donald Trump
"Martin County, North Carolina",23699,461,51.41,13.90,18932,88.40,21.90,50.10,20.50,Donald Trump
"Mecklenburg County, North Carolina",1110356,546,2033.62,40.70,32482,49.30,15.40,51.90,11.20,Joe Biden
"Mitchell County, North Carolina",15328,222,69.05,16.90,21404,93.20,18.30,50.70,24.90,Donald Trump
"Montgomery County, North Carolina",27571,502,54.92,15.10,18865,63.80,25.60,51.20,20.50,Donald Trump
"Moore County, North Carolina",100880,706,142.89,31.30,28913,77.30,15.60,51.80,23.90,Donald Trump
"Nash County, North Carolina",94298,543,173.66,19.20,22880,52.10,17.00,52.10,18.50,Joe Biden
"New Hanover County, North Carolina",234473,328,714.86,36.60,29679,76.80,16.90,52.30,17.70,Joe Biden
"Northampton County, North Carolina",20839,551,37.82,9.40,17919,38.40,26.30,51.20,25.90,Joe Biden
"Onslow County, North Carolina",197938,909,217.75,18.00,21084,67.30,15.20,44.80,9.20,Donald Trump
"Orange County, North Carolina",148476,401,370.26,55.80,34465,70.00,17.80,52.20,14.00,Joe Biden
"Pamlico County, North Carolina",12953,566,22.89,18.70,23724,74.00,13.80,49.40,29.80,Donald Trump
"Pasquotank County, North Carolina",39824,289,137.80,20.10,22745,54.80,18.40,51.10,16.90,Joe Biden
"Pender County, North Carolina",63060,933,67.59,21.70,23526,74.10,19.30,50.10,18.00,Donald Trump
"Perquimans County, North Carolina",13601,329,41.34,18.40,23809,71.40,20.20,51.90,26.80,Donald Trump
"Person County, North Carolina",39490,404,97.75,14.70,21292,66.50,18.00,51.60,19.60,Donald Trump
"Pitt County, North Carolina",180742,655,275.94,28.10,23029,56.60,24.30,53.00,13.20,Joe Biden
"Polk County, North Carolina",20411,239,85.40,26.90,24611,88.20,16.70,52.00,31.10,Donald Trump
"Randolph County, North Carolina",143667,790,181.86,13.80,20523,80.40,17.80,50.70,17.70,Donald Trump
"Richmond County, North Carolina",44829,480,93.39,12.40,17236,58.00,25.90,51.00,17.90,Donald Trump
"Robeson County, North Carolina",130625,951,137.36,12.50,15343,26.80,31.70,51.80,15.20,Donald Trump
"Rockingham County, North Carolina",91010,572,159.11,12.90,21102,73.00,17.90,51.80,20.50,Donald Trump
"Rowan County, North Carolina",142088,524,271.16,17.00,20912,73.30,18.80,50.60,17.60,Donald Trump
"Rutherford County, North Carolina",67029,566,118.43,17.00,19551,83.90,21.50,51.80,21.60,Donald Trump
"Sampson County, North Carolina",63531,947,67.09,12.60,19479,52.50,22.80,50.60,17.80,Donald Trump
"Scotland County, North Carolina",36025,321,112.23,14.30,15679,44.80,32.30,50.40,18.30,Donald Trump
"Stanly County, North Carolina",62806,404,155.46,16.00,20504,81.70,16.10,50.10,18.90,Donald Trump
"Stokes County, North Carolina",45591,456,99.98,13.40,21311,91.50,15.80,50.80,21.30,Donald Trump
"Surry County, North Carolina",71783,538,133.43,15.00,20219,84.60,19.90,51.40,20.50,Donald Trump
"Swain County, North Carolina",14058,541,25.99,16.30,19626,63.90,27.20,51.80,19.20,Donald Trump
"Transylvania County, North Carolina",32903,381,86.36,27.60,23757,90.50,14.30,51.70,30.50,Donald Trump
"Tyrrell County, North Carolina",4109,600,6.85,8.40,16658,53.30,20.80,44.50,19.30,Donald Trump
"Union County, North Carolina",239859,640,374.78,31.80,28894,73.80,9.40,50.80,12.70,Donald Trump
"Vance County, North Carolina",44535,270,164.94,11.40,17905,41.40,28.00,53.30,18.50,Joe Biden
"Wake County, North Carolina",1111761,857,1297.27,48.00,33166,61.30,11.00,51.30,11.60,Joe Biden
"Warren County, North Carolina",20575,444,46.34,13.50,19052,38.20,26.20,50.60,25.40,Joe Biden
"Washington County, North Carolina",12722,424,30.00,11.70,18779,45.40,23.70,52.50,24.40,Joe Biden
"Watauga County, North Carolina",56177,313,179.48,37.90,21854,92.20,31.30,50.10,15.80,Joe Biden
"Wayne County, North Carolina",123131,557,221.06,16.40,21557,54.70,22.10,51.40,16.40,Donald Trump
"Wilkes County, North Carolina",68412,760,90.02,12.50,19029,88.50,22.70,50.80,21.60,Donald Trump
"Wilson County, North Carolina",81801,374,218.72,17.90,20972,48.80,23.20,52.70,18.30,Joe Biden
"Yadkin County, North Carolina",37667,337,111.77,13.10,22726,85.10,18.50,50.80,20.20,Donald Trump
"Yancey County, North Carolina",17566,313,56.12,17.90,20257,92.90,20.10,50.80,25.70,Donald Trump
"Adams County, North Dakota",2360,988,2.39,23.20,31502,95.50,9.90,50.50,27.90,Donald Trump
"Barnes County, North Dakota",11190,1492,7.50,26.20,31721,93.70,9.30,49.60,22.80,Donald Trump
"Benson County, North Dakota",6877,1389,4.95,11.60,18162,42.60,35.80,48.90,13.90,Donald Trump
"Billings County, North Dakota",874,1152,0.76,21.60,37972,96.60,8.40,45.50,22.40,Donald Trump
"Bottineau County, North Dakota",6736,1669,4.04,20.90,31969,92.90,11.00,48.30,23.80,Donald Trump
"Bowman County, North Dakota",3214,1162,2.77,20.70,32045,93.30,8.20,49.70,21.40,Donald Trump
"Burke County, North Dakota",2306,1104,2.09,17.40,32908,93.90,12.40,47.90,20.80,Donald Trump
"Burleigh County, North Dakota",95626,1633,58.56,33.20,32876,91.40,8.20,49.90,16.10,Donald Trump
"Cass County, North Dakota",181923,1766,103.01,37.20,30529,89.30,13.00,49.40,12.00,Donald Trump
"Cavalier County, North Dakota",3896,1489,2.62,16.40,32028,96.40,4.90,48.90,27.00,Donald Trump
"Dickey County, North Dakota",5248,1131,4.64,23.60,24644,93.90,9.70,50.30,20.40,Donald Trump
"Divide County, North Dakota",2314,1259,1.84,21.80,36303,94.00,8.40,47.70,25.30,Donald Trump
"Dunn County, North Dakota",4162,2010,2.07,17.90,33788,84.70,10.10,46.80,15.90,Donald Trump
"Eddy County, North Dakota",2404,632,3.80,20.10,27323,91.70,13.80,50.40,23.00,Donald Trump
"Emmons County, North Dakota",3486,1510,2.31,14.40,27690,97.10,14.90,49.30,27.90,Donald Trump
"Foster County, North Dakota",3366,635,5.30,19.60,33063,96.60,11.10,50.40,22.50,Donald Trump
"Golden Valley County, North Dakota",1823,1002,1.82,18.30,26113,95.00,12.40,50.30,24.40,Donald Trump
"Grand Forks County, North Dakota",69451,1438,48.30,32.60,27026,86.70,16.00,48.40,12.70,Donald Trump
"Grant County, North Dakota",2377,1660,1.43,16.40,28129,95.50,14.20,50.10,29.90,Donald Trump
"Griggs County, North Dakota",2296,708,3.24,14.80,27197,98.00,7.00,48.50,30.20,Donald Trump
"Hettinger County, North Dakota",2660,1132,2.35,17.30,27910,92.70,10.70,51.60,22.40,Donald Trump
"Kidder County, North Dakota",2428,1352,1.80,19.40,28904,94.00,10.40,48.20,24.50,Donald Trump
"LaMoure County, North Dakota",4166,1147,3.63,21.50,31989,97.70,8.70,48.40,27.00,Donald Trump
"Logan County, North Dakota",1946,993,1.96,13.00,27887,97.40,10.10,48.30,26.00,Donald Trump
"McHenry County, North Dakota",5922,1874,3.16,16.30,28331,95.10,14.20,48.20,20.40,Donald Trump
"McIntosh County, North Dakota",2754,975,2.82,18.60,25427,96.00,13.80,51.20,30.70,Donald Trump
"McKenzie County, North Dakota",9314,2742,3.40,22.30,33078,77.30,13.80,46.60,9.20,Donald Trump
"McLean County, North Dakota",9517,2110,4.51,17.50,30992,89.60,10.90,49.00,23.60,Donald Trump
"Mercer County, North Dakota",8592,1045,8.22,20.50,31767,94.10,7.30,48.40,19.30,Donald Trump
"Morton County, North Dakota",28990,1926,15.05,24.10,29389,91.40,8.50,49.40,16.70,Donald Trump
"Mountrail County, North Dakota",9376,1824,5.14,18.30,33803,64.60,12.30,46.30,11.70,Donald Trump
"Nelson County, North Dakota",3095,982,3.15,21.00,30432,94.70,7.70,48.70,26.90,Donald Trump
"Oliver County, North Dakota",1874,724,2.59,16.40,32253,94.10,7.40,47.70,22.20,Donald Trump
"Pembina County, North Dakota",7181,1119,6.42,19.20,27817,93.10,8.70,47.20,23.10,Donald Trump
"Pierce County, North Dakota",4451,1018,4.37,12.40,23491,92.80,14.30,48.80,23.60,Donald Trump
"Ramsey County, North Dakota",11554,1186,9.74,21.00,28081,85.60,12.10,49.60,19.90,Donald Trump
"Ransom County, North Dakota",5516,863,6.39,16.50,26137,95.80,9.50,48.00,20.60,Donald Trump
"Renville County, North Dakota",2608,875,2.98,17.20,31178,95.40,7.00,47.70,20.30,Donald Trump
"Richland County, North Dakota",16339,1437,11.37,20.80,27713,92.60,11.80,48.50,17.90,Donald Trump
"Rolette County, North Dakota",14582,902,16.17,19.90,15502,20.00,36.00,50.20,11.70,Joe Biden
"Sargent County, North Dakota",3890,859,4.53,17.90,29950,94.60,7.40,46.30,22.50,Donald Trump
"Sheridan County, North Dakota",1304,972,1.34,16.00,29219,95.40,13.70,49.80,32.40,Donald Trump
"Sioux County, North Dakota",4430,1094,4.05,17.70,15478,14.20,40.50,50.10,8.10,Joe Biden
"Slope County, North Dakota",761,1218,0.62,22.50,30586,95.80,8.90,47.70,22.90,Donald Trump
"Stark County, North Dakota",28212,1338,21.09,24.70,31412,90.90,7.60,48.20,13.60,Donald Trump
"Steele County, North Dakota",1960,712,2.75,20.30,31455,96.90,6.20,47.70,24.10,Donald Trump
"Stutsman County, North Dakota",21120,2222,9.50,23.70,27351,93.70,12.00,48.60,19.10,Donald Trump
"Towner County, North Dakota",2317,1025,2.26,21.80,33357,93.40,7.50,49.50,25.10,Donald Trump
"Traill County, North Dakota",8245,862,9.56,28.90,27098,93.60,10.70,49.20,19.60,Donald Trump
"Walsh County, North Dakota",11104,1282,8.66,18.30,29072,86.00,10.60,48.80,21.20,Donald Trump
"Ward County, North Dakota",67641,2013,33.60,25.90,28557,85.90,9.10,47.60,12.80,Donald Trump
"Wells County, North Dakota",4206,1271,3.31,19.30,29301,97.20,8.90,49.30,27.80,Donald Trump
"Williams County, North Dakota",29595,2071,14.29,19.90,38738,87.50,8.60,46.10,9.60,Donald Trump
"Adams County, Ohio",27698,584,47.44,12.90,17693,97.10,19.70,50.40,17.90,Donald Trump
"Allen County, Ohio",102351,404,253.07,17.80,21713,83.20,14.40,49.60,17.60,Donald Trump
"Ashland County, Ohio",53484,424,126.03,21.10,20558,96.70,10.40,50.80,18.70,Donald Trump
"Ashtabula County, Ohio",97241,702,138.43,14.10,19898,93.00,17.40,49.60,19.10,Donald Trump
"Athens County, Ohio",65327,507,128.91,29.70,16642,90.80,30.70,50.20,13.20,Joe Biden
"Auglaize County, Ohio",45656,401,113.78,18.90,25290,97.30,6.90,50.00,18.40,Donald Trump
"Belmont County, Ohio",67006,537,124.70,16.20,20266,93.40,13.00,48.90,20.80,Donald Trump
"Brown County, Ohio",43432,492,88.32,14.20,20167,97.10,11.80,50.40,18.00,Donald Trump
"Butler County, Ohio",383134,467,819.94,29.80,25892,84.60,12.40,50.90,14.70,Donald Trump
"Carroll County, Ohio",26914,395,68.19,13.60,21575,97.10,12.90,49.90,21.10,Donald Trump
"Champaign County, Ohio",38885,429,90.73,14.90,23438,94.70,10.00,50.20,18.10,Donald Trump
"Clark County, Ohio",134585,400,336.58,18.60,22110,86.90,14.90,51.60,19.40,Donald Trump
"Clermont County, Ohio",206428,452,456.71,28.00,27900,95.20,8.20,50.70,16.30,Donald Trump
"Clinton County, Ohio",41968,411,102.14,18.70,22163,94.70,11.80,50.70,17.10,Donald Trump
"Columbiana County, Ohio",101883,532,191.34,14.80,19635,95.30,15.10,49.40,20.50,Donald Trump
"Coshocton County, Ohio",36600,564,64.89,12.50,19635,96.70,15.40,50.40,19.50,Donald Trump
"Crawford County, Ohio",41494,402,103.19,14.80,20590,96.70,14.00,51.10,21.00,Donald Trump
"Cuyahoga County, Ohio",1235072,458,2693.78,31.90,26263,63.60,17.90,52.30,18.20,Joe Biden
"Darke County, Ohio",51113,600,85.22,14.70,21483,97.40,9.50,50.40,19.60,Donald Trump
"Defiance County, Ohio",38087,411,92.63,16.70,22139,95.40,9.10,50.40,18.60,Donald Trump
"Delaware County, Ohio",209177,442,472.81,54.40,42069,86.80,4.10,50.40,13.70,Donald Trump
"Erie County, Ohio",74266,255,291.38,22.70,25290,86.80,10.60,51.20,21.90,Donald Trump
"Fairfield County, Ohio",157574,505,311.96,27.20,26130,87.40,9.30,50.20,15.80,Donald Trump
"Fayette County, Ohio",28525,407,70.16,16.10,20525,94.10,15.10,50.80,17.80,Donald Trump
"Franklin County, Ohio",1316756,540,2439.02,39.30,26909,67.20,15.50,51.10,12.00,Joe Biden
"Fulton County, Ohio",42126,407,103.56,17.20,22804,96.80,7.90,50.30,17.80,Donald Trump
"Gallia County, Ohio",29898,469,63.78,15.30,20199,94.30,22.10,50.50,19.10,Donald Trump
"Geauga County, Ohio",93649,404,232.00,38.10,32735,96.90,5.70,50.40,20.40,Donald Trump
"Greene County, Ohio",168937,415,407.19,39.00,28328,86.10,11.60,50.70,17.20,Donald Trump
"Guernsey County, Ohio",38875,522,74.49,14.20,19187,95.70,18.80,50.10,19.50,Donald Trump
"Hamilton County, Ohio",817473,407,2006.76,37.10,28799,67.70,15.40,51.70,15.30,Joe Biden
"Hancock County, Ohio",75783,531,142.62,26.70,25158,93.80,9.90,50.50,17.30,Donald Trump
"Hardin County, Ohio",31365,470,66.69,16.60,19100,96.50,14.70,50.20,16.10,Donald Trump
"Harrison County, Ohio",15040,404,37.27,10.10,19318,95.80,15.30,50.20,21.30,Donald Trump
"Henry County, Ohio",27006,417,64.84,18.00,22638,97.00,10.80,50.60,18.70,Donald Trump
"Highland County, Ohio",43161,553,78.01,12.60,18966,95.90,15.40,50.90,18.50,Donald Trump
"Hocking County, Ohio",28264,423,66.86,14.80,19048,97.10,14.10,50.40,19.10,Donald Trump
"Holmes County, Ohio",43960,423,103.93,8.90,17009,98.60,9.40,49.90,13.70,Donald Trump
"Huron County, Ohio",58266,493,118.26,13.60,21743,96.10,11.10,50.60,17.10,Donald Trump
"Jackson County, Ohio",32413,420,77.12,15.30,18775,96.80,16.80,51.00,17.30,Donald Trump
"Jefferson County, Ohio",65325,410,159.48,15.30,20470,91.60,19.00,51.40,21.60,Donald Trump
"Knox County, Ohio",62322,527,118.23,22.80,21204,96.70,13.80,51.00,18.10,Donald Trump
"Lake County, Ohio",230149,228,1008.50,27.90,28221,91.80,7.50,51.20,20.00,Donald Trump
"Lawrence County, Ohio",59463,455,130.70,14.30,19452,95.50,18.80,51.30,18.90,Donald Trump
"Licking County, Ohio",176862,687,257.63,26.20,25534,91.50,9.10,50.90,16.40,Donald Trump
"Logan County, Ohio",45672,458,99.62,16.00,22974,94.70,11.40,50.50,18.10,Donald Trump
"Lorain County, Ohio",309833,493,629.10,24.00,25002,86.20,14.20,50.80,18.30,Donald Trump
"Lucas County, Ohio",428348,340,1258.14,26.30,23981,74.30,18.70,51.50,16.30,Joe Biden
"Madison County, Ohio",44731,465,96.10,16.90,23980,90.10,10.70,45.80,15.50,Donald Trump
"Mahoning County, Ohio",228683,415,550.71,24.10,22824,80.40,16.50,51.00,21.00,Donald Trump
"Marion County, Ohio",65093,404,161.19,13.10,19849,90.40,16.50,46.90,17.70,Donald Trump
"Medina County, Ohio",179746,423,424.93,33.30,29986,95.70,6.50,50.50,17.90,Donald Trump
"Meigs County, Ohio",22907,429,53.34,12.80,18003,97.30,17.80,50.70,19.90,Donald Trump
"Mercer County, Ohio",41172,463,88.87,16.70,22348,96.80,7.60,49.60,17.80,Donald Trump
"Miami County, Ohio",106987,407,262.84,22.60,25006,93.50,7.90,50.70,18.60,Donald Trump
"Monroe County, Ohio",13654,456,29.97,11.90,18738,97.70,14.10,49.70,23.50,Donald Trump
"Montgomery County, Ohio",531687,462,1151.64,27.40,24828,73.10,16.90,51.80,18.00,Joe Biden
"Morgan County, Ohio",14508,418,34.74,11.30,18777,92.60,17.00,50.10,21.40,Donald Trump
"Morrow County, Ohio",35328,406,86.97,13.50,20795,97.20,11.90,50.20,17.20,Donald Trump
"Muskingum County, Ohio",86215,665,129.72,15.50,20561,92.30,16.60,51.50,17.80,Donald Trump
"Noble County, Ohio",14424,399,36.15,10.30,20029,95.50,18.10,41.70,27.50,Donald Trump
"Ottawa County, Ohio",40525,255,158.95,22.40,27809,97.00,9.50,50.40,25.00,Donald Trump
"Paulding County, Ohio",18672,416,44.86,14.10,20919,96.40,10.30,50.10,18.60,Donald Trump
"Perry County, Ohio",36134,410,88.18,12.30,18916,97.40,16.40,49.90,16.50,Donald Trump
"Pickaway County, Ohio",58457,502,116.47,18.60,21432,93.70,12.10,47.50,15.70,Donald Trump
"Pike County, Ohio",27772,441,62.91,13.80,17494,95.80,20.50,50.30,17.80,Donald Trump
"Portage County, Ohio",162466,492,329.95,28.70,25097,90.90,11.30,50.90,16.40,Donald Trump
"Preble County, Ohio",40882,425,96.24,15.80,23290,97.00,9.70,50.50,19.30,Donald Trump
"Putnam County, Ohio",33861,484,69.98,20.30,24023,98.00,5.50,50.10,17.40,Donald Trump
"Richland County, Ohio",121154,497,243.83,17.80,21459,87.10,14.40,49.20,19.50,Donald Trump
"Ross County, Ohio",76666,688,111.37,16.60,20595,90.70,18.40,47.60,16.70,Donald Trump
"Sandusky County, Ohio",58518,409,143.01,16.00,22286,93.40,10.00,50.50,18.80,Donald Trump
"Scioto County, Ohio",75314,612,123.01,15.00,17778,94.50,22.60,50.60,18.30,Donald Trump
"Seneca County, Ohio",55178,551,100.22,15.20,20976,94.00,12.10,50.00,18.10,Donald Trump
"Shelby County, Ohio",48590,409,118.72,17.40,21948,94.00,9.00,49.80,16.50,Donald Trump
"Stark County, Ohio",370606,576,643.26,22.80,24015,88.10,14.40,51.40,19.50,Donald Trump
"Summit County, Ohio",541013,419,1290.03,32.10,26676,78.40,12.00,51.50,17.90,Joe Biden
"Trumbull County, Ohio",197974,616,321.14,18.50,21854,88.70,17.60,51.30,21.60,Donald Trump
"Tuscarawas County, Ohio",91987,568,162.07,15.80,20536,96.50,12.30,50.70,19.60,Donald Trump
"Union County, Ohio",58988,437,135.09,33.00,27389,90.70,5.00,52.10,12.30,Donald Trump
"Van Wert County, Ohio",28275,410,68.95,16.20,20772,96.80,8.40,50.50,19.00,Donald Trump
"Vinton County, Ohio",13085,414,31.60,11.50,16736,97.20,19.00,49.90,17.80,Donald Trump
"Warren County, Ohio",234602,400,587.05,42.30,31935,88.20,5.20,49.70,14.50,Donald Trump
"Washington County, Ohio",59911,635,94.33,19.20,22786,96.00,15.90,50.90,21.10,Donald Trump
"Wayne County, Ohio",115710,555,208.35,21.90,22645,95.20,9.40,50.30,17.90,Donald Trump
"Williams County, Ohio",36692,422,87.00,15.00,21381,96.60,9.70,50.20,18.80,Donald Trump
"Wood County, Ohio",130817,617,211.91,33.10,26671,93.10,11.90,50.70,15.30,Donald Trump
"Wyandot County, Ohio",21772,406,53.68,15.70,22553,97.40,8.00,50.30,19.50,Donald Trump
"Adair County, Oklahoma",22194,576,38.53,12.70,15116,42.30,26.40,50.10,15.90,Donald Trump
"Alfalfa County, Oklahoma",5847,867,6.74,21.40,22488,87.90,12.80,40.30,19.60,Donald Trump
"Atoka County, Oklahoma",13898,978,14.21,14.20,17842,73.20,21.80,48.00,19.80,Donald Trump
"Beaver County, Oklahoma",5566,1814,3.07,17.90,26109,93.20,9.90,49.50,19.70,Donald Trump
"Beckham County, Oklahoma",23637,902,26.21,16.40,23959,88.10,15.10,46.30,14.30,Donald Trump
"Blaine County, Oklahoma",9720,929,10.46,17.00,20242,80.40,15.00,50.80,19.60,Donald Trump
"Bryan County, Oklahoma",47995,909,52.80,20.10,20524,75.10,18.40,51.10,18.00,Donald Trump
"Caddo County, Oklahoma",29594,1278,23.16,13.70,17858,64.60,20.60,47.50,16.80,Donald Trump
"Canadian County, Oklahoma",148306,900,164.78,25.30,27552,83.40,7.00,50.40,13.00,Donald Trump
"Carter County, Oklahoma",48111,824,58.39,17.10,21476,75.00,16.30,51.30,16.80,Donald Trump
"Cherokee County, Oklahoma",48657,751,64.79,24.50,18582,51.80,22.80,51.10,16.70,Donald Trump
